portfolioId,Ticker,Name,NAV,Change,YTD,Ccy,1Y,Incept
229178,-,BlackRock Global Government Bond Fund,27.75,-0.04,2.87,USD,2.87,347.79
229744,-,BlackRock Global Government Bond Fund,25.57,-0.04,1.38,EUR,1.38,-
229179,-,BlackRock Global Government Bond Fund,20.04,-0.05,2.82,USD,2.82,58.64
229182,-,BlackRock Global Government Bond Fund,18.58,-0.05,1.35,EUR,1.35,43.70
284719,-,BlackRock Global Government Bond Fund,9.66,0.00,-0.67,GBP,-,-
284720,-,BlackRock Global Government Bond Fund,96.72,-0.03,-0.70,HKD,-,-
228269, ,BlackRock Global Government Bond Fund,18.85,-0.05,-0.74,USD,-0.53,35.29
229183,-,BlackRock Global Government Bond Fund,17.86,-0.06,-0.89,EUR,-2.03,27.96
229741,-,BlackRock Global Government Bond Fund,22.03,-0.05,-0.72,USD,-0.50,34.08
229184,-,BlackRock Global Government Bond Fund,20.34,-0.05,-0.88,EUR,-2.02,28.17
229180,-,BlackRock Global Government Bond Fund,19.78,-0.05,-0.75,USD,-0.50,25.01
229185,-,BlackRock Global High Yield Bond Fund,7.90,0.13,12.32,USD,12.32,61.91
229190,-,BlackRock Global High Yield Bond Fund,5.54,0.00,11.05,EUR,11.05,114.62
229755,-,BlackRock Global High Yield Bond Fund,23.01,0.09,12.22,USD,12.22,63.64
229191,-,BlackRock Global High Yield Bond Fund,16.10,0.12,11.04,EUR,11.04,113.58
229758,-,BlackRock Global High Yield Bond Fund,17.15,0.12,11.90,GBP,11.90,39.60
244124,-,BlackRock Global High Yield Bond Fund,12.94,0.15,12.94,PLN,12.94,27.40
